OBJECTID,GEOID,STATE,COUNTY,TRACT,EACODE,EANAME,HCV_PUBLIC,HCV_PCT_RENTER_OCC_UNITS,HCV_PUBLIC_PCT,SHAPE_Length,SHAPE_Area
21623,37179020312,37,179,020312,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.192020555582766,0.0012720095722027
21624,37179021015,37,179,021015,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.414826576401082,0.00753711994781501
21654,37095920100,37,095,920100,173,"Virginia Beach-Norfolk-Newport News, VA-NC   ",16,2.8499999,2.8499999,7.30196979716325,0.176998827992229
21655,37025040702,37,025,040702,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",64,10.51000023,10.51000023,0.12752050921738,0.000902748102957864
21753,37179020501,37,179,020501,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",31,5.4000001,5.4000001,0.173565436735705,0.00110128378263985
21833,37179020308,37,179,020308,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.199929234454378,0.00234660972563169
21834,37179020317,37,179,020317,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.146001407174616,0.000703702308524855
22030,37051002900,37,051,002900,133,"Raleigh-Durham-Cary, NC  ",,,,0.988970661659585,0.0299982828841985
22031,37119006208,37,119,006208,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.0756702528795128,0.000334933423528297
22032,37191000303,37,191,000303,133,"Raleigh-Durham-Cary, NC  ",,,,0.430466432042109,0.00637683469117997
22033,37191000901,37,191,000901,133,"Raleigh-Durham-Cary, NC  ",14,2.41000009,2.41000009,0.560935393618834,0.0057206116392796
22034,37191000500,37,191,000500,133,"Raleigh-Durham-Cary, NC  ",,,,0.205618610383248,0.00129543463320484
22035,37191000602,37,191,000602,133,"Raleigh-Durham-Cary, NC  ",,,,0.864120540494293,0.0209641003704451
22036,37191000302,37,191,000302,133,"Raleigh-Durham-Cary, NC  ",,,,0.435078274815482,0.00679756406162795
22037,37191001000,37,191,001000,133,"Raleigh-Durham-Cary, NC  ",,,,0.725014207537555,0.0194207596425857
22038,37075920100,37,075,920100,11,"Atlanta-Sandy Springs-Gainesville, GA-AL  ",,,,1.24293086511566,0.0352641697437243
22039,37075920200,37,075,920200,11,"Atlanta-Sandy Springs-Gainesville, GA-AL  ",14,7.40999985,7.40999985,0.656024278888449,0.0117174177673313
22040,37075920300,37,075,920300,11,"Atlanta-Sandy Springs-Gainesville, GA-AL  ",81,19.42000008,19.42000008,1.04842214699561,0.0304861255869666
22041,37119000400,37,119,000400,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",152,16.88999939,16.88999939,0.0600507487419812,0.000135713173360543
22042,37119005519,37,119,005519,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",52,12.59000015,12.59000015,0.131283325835331,0.000605802252866039
22205,37195001700,37,195,001700,133,"Raleigh-Durham-Cary, NC  ",,,,0.469616090577962,0.00816514467808441
22206,37195000900,37,195,000900,133,"Raleigh-Durham-Cary, NC  ",,,,0.557920031730598,0.00900395054441265
22207,37051002504,37,051,002504,133,"Raleigh-Durham-Cary, NC  ",37,4.61000013,4.61000013,0.197754098881732,0.00160374218268957
22208,37119004000,37,119,004000,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",96,11.02999973,11.02999973,0.161969416489189,0.000999042615467495
22209,37119004100,37,119,004100,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",28,4.32000017,4.32000017,0.0850655726675332,0.000367568237454224
22216,37119002003,37,119,002003,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",139,28.84000015,28.84000015,0.116826362265076,0.000614790989987075
22217,37119003105,37,119,003105,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.090704896356324,0.000337392977096562
22218,37119980300,37,119,980300,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.0290774758962542,4.78126990340125e-05
22219,37119003007,37,119,003007,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.168834683029623,0.000893680507120408
22220,37133000102,37,133,000102,67,"Greenville, NC    ",,,,1.12046060279913,0.00704544832082715
22221,37133000500,37,133,000500,67,"Greenville, NC    ",,,,2.32401314164732,0.0266075106547086
22222,37133000103,37,133,000103,67,"Greenville, NC    ",,,,1.41008695584306,0.0373078701815156
22223,37133001400,37,133,001400,67,"Greenville, NC    ",,,,0.11275506548945,0.000589249508969856
22226,37119004200,37,119,004200,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",85,11.94999981,11.94999981,0.0782546019567137,0.000272661788298272
22227,37163970700,37,163,970700,133,"Raleigh-Durham-Cary, NC  ",12,1.34000003,1.34000003,0.379789835847885,0.00831443431481543
22228,37163970900,37,163,970900,133,"Raleigh-Durham-Cary, NC  ",,,,1.240177517293,0.0275846694736461
22229,37163970100,37,163,970100,133,"Raleigh-Durham-Cary, NC  ",,,,1.1413440420786,0.0407065363369183
22230,37163970800,37,163,970800,133,"Raleigh-Durham-Cary, NC  ",19,2.08999991,2.08999991,0.579651264452929,0.0134955962396166
22231,37163970400,37,163,970400,133,"Raleigh-Durham-Cary, NC  ",,,,0.777012356146421,0.014783428121017
22232,37163970600,37,163,970600,133,"Raleigh-Durham-Cary, NC  ",30,3.33999991,3.33999991,0.295797518812096,0.00361570887414613
22233,37163971000,37,163,971000,133,"Raleigh-Durham-Cary, NC  ",,,,1.64426541762344,0.0498391618210077
22234,37163970200,37,163,970200,133,"Raleigh-Durham-Cary, NC  ",,,,1.01226664008117,0.0299841556868692
22235,37163970500,37,163,970500,133,"Raleigh-Durham-Cary, NC  ",18,2.82999992,2.82999992,0.680528052501616,0.0200696930550099
22236,37161960900,37,161,960900,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",16,2.06999993,2.06999993,0.355809580484475,0.00361519844054244
22237,37161960100,37,161,960100,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,1.09124755398567,0.0439857089093636
22238,37161960500,37,161,960500,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",38,3.6400001,3.6400001,0.437967317490136,0.00529719637889404
22239,37025041601,37,025,041601,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.579090199139707,0.0143263617752158
22240,37019020601,37,019,020601,115,"Myrtle Beach-Conway-Georgetown, SC  ",77,11.18999958,11.18999958,0.953384566434876,0.0377263961988949
22241,37019020202,37,019,020202,115,"Myrtle Beach-Conway-Georgetown, SC  ",20,4.28999996,4.28999996,1.02128821788248,0.0206507333754252
22242,37019020304,37,019,020304,115,"Myrtle Beach-Conway-Georgetown, SC  ",,,,0.264756382979178,0.00339194771834334
22251,37101040800,37,101,040800,133,"Raleigh-Durham-Cary, NC  ",23,3.54999995,3.54999995,0.111469520454402,0.000542551853981023
22252,37195000100,37,195,000100,133,"Raleigh-Durham-Cary, NC  ",76,7.5999999,7.5999999,0.0718026324747069,0.000270386382635281
22253,37195001400,37,195,001400,133,"Raleigh-Durham-Cary, NC  ",61,4.63000011,4.63000011,0.338428818004969,0.00530286289017605
22254,37195001500,37,195,001500,133,"Raleigh-Durham-Cary, NC  ",,,,0.630972481018965,0.0134527971967939
22255,37195001200,37,195,001200,133,"Raleigh-Durham-Cary, NC  ",,,,0.516381689806562,0.0118577129922689
22256,37195001600,37,195,001600,133,"Raleigh-Durham-Cary, NC  ",,,,0.484789575839331,0.00940894368618508
22257,37195000300,37,195,000300,133,"Raleigh-Durham-Cary, NC  ",41,6.86000013,6.86000013,0.0638326881400954,0.000159598713757493
22260,37119005401,37,119,005401,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",94,9.06000042,9.06000042,0.15209982322391,0.00116475662686602
22261,37119005524,37,119,005524,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",30,1.71000004,1.71000004,0.16321008848992,0.00143487611254248
22262,37051003205,37,051,003205,133,"Raleigh-Durham-Cary, NC  ",30,5.26000023,5.26000023,0.1207777839105,0.000684948126188797
22272,37105030101,37,105,030101,133,"Raleigh-Durham-Cary, NC  ",21,1.80999994,1.80999994,0.178079121174316,0.000824253743009436
22273,37159050904,37,159,050904,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.525869185116098,0.0132474375853959
22274,37159051501,37,159,051501,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",15,2.06999993,2.06999993,0.108514243205087,0.000616294324104958
22275,37155961500,37,155,961500,133,"Raleigh-Durham-Cary, NC  ",,,,0.96448595374585,0.0191108064797407
22276,37155961700,37,155,961700,133,"Raleigh-Durham-Cary, NC  ",17,2.07999992,2.07999992,0.496563362236859,0.00884696406396411
22277,37155960300,37,155,960300,133,"Raleigh-Durham-Cary, NC  ",37,3.8599999,3.8599999,0.406942067822946,0.00607524150545694
22278,37155961900,37,155,961900,133,"Raleigh-Durham-Cary, NC  ",,,,0.870131195602425,0.0205585009167546
22279,37155960600,37,155,960600,133,"Raleigh-Durham-Cary, NC  ",12,1.58000004,1.58000004,0.459623371882855,0.00693377989960808
22280,37155961400,37,155,961400,133,"Raleigh-Durham-Cary, NC  ",,,,0.639430308136927,0.0158446531939591
22281,37043950200,37,043,950200,11,"Atlanta-Sandy Springs-Gainesville, GA-AL  ",37,6.69999981,6.69999981,0.648812821032541,0.0133683714212855
22282,37043950100,37,043,950100,11,"Atlanta-Sandy Springs-Gainesville, GA-AL  ",39,8.93999958,8.93999958,1.33358060799677,0.0431324390758787
22283,37047930600,37,047,930600,115,"Myrtle Beach-Conway-Georgetown, SC  ",,,,0.705540572097259,0.0206971146580074
22284,37137950201,37,137,950201,67,"Greenville, NC    ",,,,1.21178021812256,0.0215238487883172
22285,37047930200,37,047,930200,115,"Myrtle Beach-Conway-Georgetown, SC  ",,,,0.805656467492739,0.0253478002463726
22286,37047930100,37,047,930100,115,"Myrtle Beach-Conway-Georgetown, SC  ",,,,0.610240205234871,0.0153955394891464
22287,37047930700,37,047,930700,115,"Myrtle Beach-Conway-Georgetown, SC  ",24,3.6500001,3.6500001,0.580050205390259,0.0106462709089014
22288,37047930500,37,047,930500,115,"Myrtle Beach-Conway-Georgetown, SC  ",18,4.61999989,4.61999989,1.24578729031159,0.0270917646934443
22293,37051000200,37,051,000200,133,"Raleigh-Durham-Cary, NC  ",191,42.54000092,42.54000092,0.145268425284672,0.000675747634235244
22294,37051001200,37,051,001200,133,"Raleigh-Durham-Cary, NC  ",85,5.92000008,5.92000008,0.151013229425288,0.000771181715940721
22295,37051002700,37,051,002700,133,"Raleigh-Durham-Cary, NC  ",,,,0.743888549991016,0.0158584756718651
22296,37119002800,37,119,002800,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.0687526083725341,0.000279680030962459
22320,37119003011,37,119,003011,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.10928912423917,0.000503364085880577
22321,37119003600,37,119,003600,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",33,4.26000023,4.26000023,0.0853250145866239,0.000288048729103895
22322,37151030600,37,151,030600,66,"Greensboro--Winston-Salem--High Point, NC  ",29,5.98000002,5.98000002,0.582272635019014,0.00838207995702345
22349,37151030201,37,151,030201,66,"Greensboro--Winston-Salem--High Point, NC  ",25,4.01999998,4.01999998,0.0962648603203915,0.000403210532649532
22350,37161960700,37,161,960700,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",24,3.94000006,3.94000006,0.31849479793647,0.00327240559110551
22351,37161960400,37,161,960400,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",14,4.28000021,4.28000021,0.464183669133844,0.00699122291593464
22352,37161960300,37,161,960300,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.7339134870405,0.0166389384573161
22353,37161961200,37,161,961200,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.496770628356797,0.0113691270030446
22354,37161960200,37,161,960200,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,1.0451637802839,0.0283597145864683
22355,37161960600,37,161,960600,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",84,11.27999973,11.27999973,0.22627462063444,0.001684251677722
22356,37161961000,37,161,961000,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",14,1.97000003,1.97000003,0.43774308044312,0.0110703677630062
22357,37119006204,37,119,006204,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.249843344920994,0.00341156819328105
22358,37119001400,37,119,001400,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",11,2.20000005,2.20000005,0.0793959082509905,0.000209149487365546
22359,37107011100,37,107,011100,67,"Greenville, NC    ",22,2.66000009,2.66000009,0.538921056767224,0.0117768295854202
22382,37107010100,37,107,010100,67,"Greenville, NC    ",27,5.26000023,5.26000023,0.756535349913573,0.0117971841372857
22383,37107011300,37,107,011300,67,"Greenville, NC    ",24,4.23000002,4.23000002,0.544020712091681,0.00840334628262868
22384,37107010900,37,107,010900,67,"Greenville, NC    ",21,4.86000013,4.86000013,0.443283871688383,0.00787967089873624
22385,37107011400,37,107,011400,67,"Greenville, NC    ",,,,1.02617254187125,0.0220518488949743
22386,37175960100,37,175,960100,10,"Asheville-Brevard, NC  ",13,3.23000002,3.23000002,0.661704941497859,0.0159851804632258
22387,37175960300,37,175,960300,10,"Asheville-Brevard, NC  ",60,5.11999989,5.11999989,0.43523699920571,0.00276360255572006
22388,37175960500,37,175,960500,10,"Asheville-Brevard, NC  ",54,10.77999973,10.77999973,1.37644304398827,0.0301296670492417
22389,37175960200,37,175,960200,10,"Asheville-Brevard, NC  ",39,5.38000011,5.38000011,0.430124928104901,0.00734367213135375
22390,37175960600,37,175,960600,10,"Asheville-Brevard, NC  ",,,,0.759454371946221,0.019320010316059
22391,37191001101,37,191,001101,133,"Raleigh-Durham-Cary, NC  ",,,,0.7435165941436,0.00959908465907372
22392,37019020308,37,019,020308,115,"Myrtle Beach-Conway-Georgetown, SC  ",,,,0.349675356742805,0.000606480094591815
22393,37119003201,37,119,003201,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.0560009604966572,0.000190068821425927
22420,37031970504,37,031,970504,67,"Greenville, NC    ",,,,0.46079386587577,0.000703684259103988
22421,37119003700,37,119,003700,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",391,35.22999954,35.22999954,0.0739735789007253,0.000252394334832903
22422,37021002205,37,021,002205,10,"Asheville-Brevard, NC  ",25,4.5,4.5,0.13849959053141,0.00113262400963732
22423,37021002504,37,021,002504,10,"Asheville-Brevard, NC  ",38,9.31000042,9.31000042,0.283062788813829,0.00303537082902176
22424,37021002506,37,021,002506,10,"Asheville-Brevard, NC  ",58,9.48999977,9.48999977,0.230190142495596,0.00115725057776392
22425,37021002606,37,021,002606,10,"Asheville-Brevard, NC  ",32,9.67000008,9.67000008,0.244563353777506,0.00195709503644465
22457,37021003203,37,021,003203,10,"Asheville-Brevard, NC  ",,,,0.32774677183773,0.00288818415811234
22458,37021002401,37,021,002401,10,"Asheville-Brevard, NC  ",17,4.94000006,4.94000006,0.432499880099022,0.00613588443713134
22459,37021002603,37,021,002603,10,"Asheville-Brevard, NC  ",16,5.69000006,5.69000006,0.630088639380592,0.0137000374024247
22460,37021002607,37,021,002607,10,"Asheville-Brevard, NC  ",11,3.0999999,3.0999999,0.201299619353451,0.00167130040874786
22461,37021002702,37,021,002702,10,"Asheville-Brevard, NC  ",11,2.3900001,2.3900001,0.275374363781234,0.00168649052027103
22462,37123960200,37,123,960200,66,"Greensboro--Winston-Salem--High Point, NC  ",23,2.47000003,2.47000003,0.805242497572659,0.0245688432700022
22463,37123960500,37,123,960500,66,"Greensboro--Winston-Salem--High Point, NC  ",,,,1.04875244160186,0.0325575090109534
22464,37123960300,37,123,960300,66,"Greensboro--Winston-Salem--High Point, NC  ",,,,0.965967115988973,0.0306231857260673
22465,37123960100,37,123,960100,66,"Greensboro--Winston-Salem--High Point, NC  ",13,1.85000002,1.85000002,0.688658568585279,0.0146837268973589
22466,37101041400,37,101,041400,133,"Raleigh-Durham-Cary, NC  ",41,3.86999989,3.86999989,0.545228302975909,0.00916712062958888
22467,37051003203,37,051,003203,133,"Raleigh-Durham-Cary, NC  ",54,5.53999996,5.53999996,0.119732866166242,0.000489772518324035
22468,37051003600,37,051,003600,133,"Raleigh-Durham-Cary, NC  ",19,1.52999997,1.52999997,0.342864092021628,0.00315145220587583
22487,37119004800,37,119,004800,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",107,14.06000042,14.06000042,0.0763749822542991,0.000323050902298185
22488,37119005100,37,119,005100,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",173,30.13999939,30.13999939,0.119238344777054,0.000545689549113809
22489,37119005301,37,119,005301,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",30,3.16000009,3.16000009,0.101817355729206,0.000569701234079823
22490,37119002701,37,119,002701,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.0611352280263369,0.000165394597988065
22491,37119005404,37,119,005404,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",62,9.86999989,9.86999989,0.106597867776169,0.000537084003785955
22503,37031970605,37,031,970605,67,"Greenville, NC    ",,,,0.114678392930364,0.000221838114613213
22504,37133000600,37,133,000600,67,"Greenville, NC    ",,,,0.23540399732324,0.00188623818921923
22505,37119006010,37,119,006010,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",71,12.35000038,12.35000038,0.169832255559826,0.00110856015762837
22506,37101040400,37,101,040400,133,"Raleigh-Durham-Cary, NC  ",17,3.1400001,3.1400001,0.295225789460204,0.00454327578840497
22507,37101041300,37,101,041300,133,"Raleigh-Durham-Cary, NC  ",14,2.1500001,2.1500001,1.21605587183958,0.0303243131655903
22508,37101040500,37,101,040500,133,"Raleigh-Durham-Cary, NC  ",34,4.51000023,4.51000023,0.716957460270066,0.0144133525760718
22509,37101040600,37,101,040600,133,"Raleigh-Durham-Cary, NC  ",25,4.53999996,4.53999996,0.532139812669681,0.00888571932222085
22510,37101040100,37,101,040100,133,"Raleigh-Durham-Cary, NC  ",22,2.53999996,2.53999996,0.567281124336363,0.0157895252130335
22511,37105030300,37,105,030300,133,"Raleigh-Durham-Cary, NC  ",98,14.06000042,14.06000042,0.10805048064472,0.000467609425800066
22512,37119006105,37,119,006105,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.131268099507905,0.000759836239818031
22513,37119005816,37,119,005816,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.101095583398721,0.000534436553295516
22514,37119006209,37,119,006209,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.0889438929479651,0.000436399913879046
22515,37119005511,37,119,005511,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.0749672018882477,0.000193749869828972
22516,37119005614,37,119,005614,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",21,6.23000002,6.23000002,0.109247506954016,0.000684499711165248
22517,37119005611,37,119,005611,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",11,4.0999999,4.0999999,0.107862998750329,0.000505276598978577
22518,37119005200,37,119,005200,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",29,5.01999998,5.01999998,0.0855091021462485,0.000361008112591628
22519,37183053410,37,183,053410,133,"Raleigh-Durham-Cary, NC  ",,,,0.0955950323472102,0.000456550677817243
22537,37129980100,37,129,980100,115,"Myrtle Beach-Conway-Georgetown, SC  ",,,,0.16056489635972,0.00062604917647113
22538,37129011607,37,129,011607,115,"Myrtle Beach-Conway-Georgetown, SC  ",,,,0.190052481769127,0.00151516353887656
22539,37183053509,37,183,053509,133,"Raleigh-Durham-Cary, NC  ",,,,0.131242180828081,0.000695490440269377
22540,37183052404,37,183,052404,133,"Raleigh-Durham-Cary, NC  ",,,,0.087545223547399,0.00032707882505462
22541,37183052302,37,183,052302,133,"Raleigh-Durham-Cary, NC  ",141,6.96000004,6.96000004,0.133035270390618,0.000983072603229118
22542,37183053506,37,183,053506,133,"Raleigh-Durham-Cary, NC  ",,,,0.123687613562413,0.000592406502921994
22543,37183053505,37,183,053505,133,"Raleigh-Durham-Cary, NC  ",,,,0.0962377969130724,0.000410262022189569
22544,37195000200,37,195,000200,133,"Raleigh-Durham-Cary, NC  ",18,4.76000023,4.76000023,0.0645331800234743,0.000163393271023569
22545,37113970200,37,113,970200,10,"Asheville-Brevard, NC  ",,,,1.27035238283154,0.0447564609533653
22546,37113970700,37,113,970700,10,"Asheville-Brevard, NC  ",54,8.93999958,8.93999958,0.74325413555297,0.0227535723283145
22547,37113970100,37,113,970100,10,"Asheville-Brevard, NC  ",,,,0.619735518910133,0.0118478800050277
22548,37113970600,37,113,970600,10,"Asheville-Brevard, NC  ",13,2.8499999,2.8499999,0.640196897384544,0.0180713597461817
22549,37113970400,37,113,970400,10,"Asheville-Brevard, NC  ",40,11.17000008,11.17000008,0.549380017991668,0.0125689717861001
22550,37127011400,37,127,011400,133,"Raleigh-Durham-Cary, NC  ",,,,0.427170730189201,0.00814576816603761
22554,37119006302,37,119,006302,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.280791923237256,0.0034223851969274
22555,37055990200,37,055,990200,173,"Virginia Beach-Norfolk-Newport News, VA-NC   ",,,,0.0018559379873205,1.38428828149973e-08
22556,37023020500,37,023,020500,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.122941782879693,0.000561540244088514
22557,37057061201,37,057,061201,66,"Greensboro--Winston-Salem--High Point, NC  ",71,7.13999987,7.13999987,0.260186524468758,0.00226100437861346
22558,37057062001,37,057,062001,66,"Greensboro--Winston-Salem--High Point, NC  ",,,,1.01302839450754,0.021660738141093
22559,37119004900,37,119,004900,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.0386212639620482,8.73300784199331e-05
22560,37165010300,37,165,010300,133,"Raleigh-Durham-Cary, NC  ",359,45.66999817,45.66999817,0.223651658689799,0.00240718708863811
22561,37165010200,37,165,010200,133,"Raleigh-Durham-Cary, NC  ",271,32.49000168,32.49000168,0.217199164539857,0.00188986447383391
22562,37119004303,37,119,004303,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",47,25.81999969,25.81999969,0.112421679497978,0.000423024946687448
22563,37147001500,37,147,001500,67,"Greenville, NC    ",15,3.57999992,3.57999992,0.340202869583592,0.00487593335925491
22564,37147002001,37,147,002001,67,"Greenville, NC    ",80,13.28999996,13.28999996,0.389693854891184,0.00510059810210444
22565,37147000900,37,147,000900,67,"Greenville, NC    ",44,3.56999993,3.56999993,1.02250668275603,0.0211970954842246
22566,37147001100,37,147,001100,67,"Greenville, NC    ",29,6.82000017,6.82000017,0.685256164086741,0.0156356250547317
22567,37147001600,37,147,001600,67,"Greenville, NC    ",48,4.32999992,4.32999992,0.851446614946344,0.0133273798918966
22568,37147001900,37,147,001900,67,"Greenville, NC    ",13,3.94000006,3.94000006,0.61200767235012,0.0159605535450433
22569,37147001800,37,147,001800,67,"Greenville, NC    ",16,1.58000004,1.58000004,0.370919649514088,0.00571318217015971
22570,37051003307,37,051,003307,133,"Raleigh-Durham-Cary, NC  ",21,2.5999999,2.5999999,0.138057576579248,0.000871039419218652
22571,37051003201,37,051,003201,133,"Raleigh-Durham-Cary, NC  ",,,,0.316168231720318,0.00317253663524377
22572,37119005403,37,119,005403,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",44,9.09000015,9.09000015,0.11366405719315,0.000610986466423152
22575,37133002400,37,133,002400,67,"Greenville, NC    ",12,0.89999998,0.89999998,0.226345551962169,0.00198764307236735
22576,37101041502,37,101,041502,133,"Raleigh-Durham-Cary, NC  ",,,,0.389477080286463,0.00499180662477194
22577,37101041001,37,101,041001,133,"Raleigh-Durham-Cary, NC  ",24,2.45000005,2.45000005,0.299366031274365,0.00279776288267313
22578,37089930701,37,089,930701,10,"Asheville-Brevard, NC  ",,,,0.457623360133486,0.00527418633062005
22579,37089930402,37,089,930402,10,"Asheville-Brevard, NC  ",,,,0.309395019836139,0.00244705106918346
22580,37089932000,37,089,932000,10,"Asheville-Brevard, NC  ",,,,0.946993443949558,0.0158828270385282
22581,37089931901,37,089,931901,10,"Asheville-Brevard, NC  ",13,7.6500001,7.6500001,0.511267832607598,0.00476363612869486
22582,37159051502,37,159,051502,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.174315532462198,0.00141887025791474
22583,37183050500,37,183,050500,133,"Raleigh-Durham-Cary, NC  ",41,5.61999989,5.61999989,0.088396742556467,0.000336184247936305
22591,37071033400,37,071,033400,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",11,2.8599999,2.8599999,0.223479020951449,0.00153152494703689
22592,37071032702,37,071,032702,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.0726701357064649,0.000309534415450404
22593,37071032800,37,071,032800,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",128,9.44999981,9.44999981,0.115966175598003,0.000670821510959064
22594,37071032900,37,071,032900,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",71,12.65999985,12.65999985,0.0703406803353532,0.000278985230262489
22595,37167930300,37,167,930300,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",11,2.55999994,2.55999994,0.257256953278388,0.00242844643297018
22596,37167931100,37,167,931100,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",11,1.82000005,1.82000005,0.567965415973996,0.0109371984297861
22597,37167930500,37,167,930500,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",24,4.32000017,4.32000017,0.227615779915598,0.00252658024046088
22598,37167931000,37,167,931000,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",20,4.25,4.25,0.788963876502159,0.0171276595313438
22605,37151030802,37,151,030802,66,"Greensboro--Winston-Salem--High Point, NC  ",,,,0.708930234004645,0.0200172662624445
22606,37195000802,37,195,000802,133,"Raleigh-Durham-Cary, NC  ",90,11.67000008,11.67000008,0.338062850956201,0.00419029400224002
22607,37195001300,37,195,001300,133,"Raleigh-Durham-Cary, NC  ",,,,0.53133180296455,0.0117569448113789
22608,37147000302,37,147,000302,67,"Greenville, NC    ",,,,0.136722078195034,0.000760704761761352
22609,37071032302,37,071,032302,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",15,3.69000006,3.69000006,0.113512623904322,0.000630689188271574
22610,37071032600,37,071,032600,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.106540925101961,0.000556948543789626
22611,37071032100,37,071,032100,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",102,14.05000019,14.05000019,0.0937933172091245,0.000445509377843897
22612,37119006106,37,119,006106,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.126370323758419,0.000640723404274448
22613,37071031003,37,071,031003,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.163039689269672,0.00127893590530509
22614,37119001702,37,119,001702,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",28,2.23000002,2.23000002,0.0933998869502442,0.000365871748804481
22627,37183053512,37,183,053512,133,"Raleigh-Durham-Cary, NC  ",,,,0.143885373726357,0.000987018404633104
22628,37051002600,37,051,002600,133,"Raleigh-Durham-Cary, NC  ",,,,0.703809089679687,0.014535830967734
22637,37119000500,37,119,000500,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",234,14.90999985,14.90999985,0.08267644648618,0.000204002461802639
22638,37119000600,37,119,000600,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",273,22.27000046,22.27000046,0.0500337236114325,0.000106366797188526
22639,37119000700,37,119,000700,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",,,,0.0714653071594558,0.000125930399001038
22640,37119000800,37,119,000800,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",102,17.17000008,17.17000008,0.0510260953954154,0.000133426025710005
