OBJECTID,GEOID,STATE,COUNTY,TRACT,EACODE,EANAME,HCV_PUBLIC,HCV_PCT_RENTER_OCC_UNITS,HCV_PUBLIC_PCT,SHAPE_Length,SHAPE_Area
58453,37199960102,37,199,960102,10,"Asheville-Brevard, NC  ",15,10.56000042,10.56000042,0.525223641430869,0.00663505150240026
58455,37057060301,37,057,060301,66,"Greensboro--Winston-Salem--High Point, NC  ",14,8.14000034,8.14000034,0.192952292494081,0.00199256413744693
58456,37081012804,37,081,012804,66,"Greensboro--Winston-Salem--High Point, NC  ",57,6.61999989,6.61999989,0.100060423832679,0.000545105035756884
58457,37081013602,37,081,013602,66,"Greensboro--Winston-Salem--High Point, NC  ",96,12.98999977,12.98999977,0.0798862950897926,0.00030449331106927
58513,37027030100,37,027,030100,31,"Charlotte-Gastonia-Salisbury, NC-SC  ",80,6.40999985,6.40999985,0.122996734056865,0.00081579608225907
58514,37193960801,37,193,960801,66,"Greensboro--Winston-Salem--High Point, NC  ",22,4.94000006,4.94000006,0.344411555997396,0.00337192425766276
58515,37193960802,37,193,960802,66,"Greensboro--Winston-Salem--High Point, NC  ",40,11.05000019,11.05000019,0.369995336172996,0.00477850794922922
58517,37081010200,37,081,010200,66,"Greensboro--Winston-Salem--High Point, NC  ",289,22.14999962,22.14999962,0.0968812872013257,0.000351433232365643
58518,37081010401,37,081,010401,66,"Greensboro--Winston-Salem--High Point, NC  ",,,,0.0583338830602112,0.000161143343246889
58519,37063001808,37,063,001808,133,"Raleigh-Durham-Cary, NC  ",,,,0.182056513210954,0.00182304290323901
58520,37063002200,37,063,002200,133,"Raleigh-Durham-Cary, NC  ",,,,0.0637418851319195,0.000153773578067945
58521,37063002026,37,063,002026,133,"Raleigh-Durham-Cary, NC  ",241,16.25,16.25,0.12053651076211,0.000576541946232703
58522,37063002021,37,063,002021,133,"Raleigh-Durham-Cary, NC  ",85,6.17999983,6.17999983,0.124195747259127,0.000603888383129928
58523,37001020502,37,001,020502,66,"Greensboro--Winston-Salem--High Point, NC  ",69,11.27000046,11.27000046,0.114013613265397,0.000547806710057451
58524,37081016009,37,081,016009,66,"Greensboro--Winston-Salem--High Point, NC  ",,,,0.144463556520153,0.000750061912442345
58525,37081016409,37,081,016409,66,"Greensboro--Winston-Salem--High Point, NC  ",,,,0.165520625385197,0.000786221141642252
58526,37193961002,37,193,961002,66,"Greensboro--Winston-Salem--High Point, NC  ",35,5.75,5.75,0.587172251930315,0.00687442401923629
58527,37001021000,37,001,021000,66,"Greensboro--Winston-Salem--High Point, NC  ",140,14.35999966,14.35999966,0.107551376492016,0.000335175352598682
58528,37069060501,37,069,060501,133,"Raleigh-Durham-Cary, NC  ",,,,0.298573620035006,0.00469846408811101
58529,37183053717,37,183,053717,133,"Raleigh-Durham-Cary, NC  ",,,,0.182577956148975,0.000676375652110393
58530,37063001802,37,063,001802,133,"Raleigh-Durham-Cary, NC  ",103,11.06000042,11.06000042,0.145547909465527,0.000926730215593857
58531,37063002100,37,063,002100,133,"Raleigh-Durham-Cary, NC  ",,,,0.709379498696075,0.018600440753433
